"","screen_name","text","After"
"584","HookGenie","Just watched Captain Marvel - well done Marvel universe - another cracking film. Whilst in lockdown might as well watch them all in order - what’s next? Captain America ?","Just watched Captain Marvel - well done Marvel universe - another cracking film. Whilst in lockdown might as well watch them all in order - what’s next? Captain America ?"
"585","KeoneMorris","@guy_in_michigan @BreitbartNews you do know 400 thousand deaths out of 330 million in America is really good, look at the UK, for example, 80k dead and we got a population of 67million lmao and we have had the whole lockdown shit and worn masks! Stop living in fairyland! The Chinese are at fault","@guy_in_michigan @BreitbartNews you do know 400 thousand deaths out of 330 million in America is really good, look at the UK, for example, 80k dead and we got a population of 67million lmao and we have had the whole lockdown shit and worn masks! Stop living in fairyland! The Chinese are at fault"
"586","SaiyanRas","@RhiLoso America is in the pits, we have the most but elsewhere is similar when talking lockdown etc... only know@of New Zealand being completely free","@RhiLoso America is in the pits, we have the most but elsewhere is similar when talking lockdown etc... only know@of New Zealand being completely free"
"587","HabdankJ","@VP-Yes, they’re going to keep America safe by lockdown’s, deprogramming 1/2 of America, cancel culture, and removing EVERYTHING YOU DON’T LIKE! SOUNDS LIKE CHINA TO ME! Why not give us “shock treatments, lobotomies, or better yet just gas us like in WWII Germany!","@VP-Yes, they’re going to keep America safe by lockdown’s, deprogramming 1/2 of America, cancel culture, and removing EVERYTHING YOU DON’T LIKE! SOUNDS LIKE CHINA TO ME! Why not give us “shock treatments, lobotomies, or better yet just gas us like in WWII Germany!"
"588","writerrejected","DAY THREE-HUNDRED AND TWELVE OF #COVID LOCKDOWN: A NEW DAY IN AMERICA &amp; FEELING NEARLY LIKE MYSELF https://t.co/LLKh7KWuQR","DAY THREE-HUNDRED AND TWELVE OF #COVID LOCKDOWN: A NEW DAY IN AMERICA &amp; FEELING NEARLY LIKE MYSELF "
"589","ncube_johnson","How so funny and painful in one breath. The whole nation was forced to comply with lockdown regulations while ZANU winned and dinned maskless like the Republicans in America. 

Now ""amai"" wants pple to pray ! We're already praying, but for a nation they're looting and abusing ! https://t.co/A4Rh9j6w5p","How so funny and painful in one breath. The whole nation was forced to comply with lockdown regulations while ZANU winned and dinned maskless like the Republicans in America. 

Now ""amai"" wants pple to pray ! We're already praying, but for a nation they're looting and abusing ! "
"590","katewasrunning","But I really don’t get why the world is still in lockdown (or America anyway) when people can literally scan their faces &amp; detect if they have the virus!","But I really don’t get why the world is still in lockdown (or America anyway) when people can literally scan their faces &amp; detect if they have the virus!"
"591","Battynatty7","@MENnewsdesk Funny how America isn’t lockdown yet there infection rate is less then ours who r locked down we need to get out and fite it head on as we did wen we were young clearly lockdown ain’t working we’ve already lost a load of small businesses need to get things open start earning","@MENnewsdesk Funny how America isn’t lockdown yet there infection rate is less then ours who r locked down we need to get out and fite it head on as we did wen we were young clearly lockdown ain’t working we’ve already lost a load of small businesses need to get things open start earning"
"592","ItsNotKB","@daltonmiller001 @lallyalley12 @danadonly Where I live, Im on lockdown and quarantine if I get sick or come into contact with anyone that has been sick. Amazing how America has the highest amount of cases and deaths in the world and the only country to not impose lockdowns &amp; you still dont see why you should stay at home","@daltonmiller001 @lallyalley12 @danadonly Where I live, Im on lockdown and quarantine if I get sick or come into contact with anyone that has been sick. Amazing how America has the highest amount of cases and deaths in the world and the only country to not impose lockdowns &amp; you still dont see why you should stay at home"
"593","CalvinPoolidge","@caneofATL @kurt_lapham @davidgura @jaketapper Well America got all of the negatives of a lockdown without actually doing one, so we got noneof the benefits.
And I agree the death rate is artificially low due to people dying ""with"" covid not counting, plus all those who died at home.","@caneofATL @kurt_lapham @davidgura @jaketapper Well America got all of the negatives of a lockdown without actually doing one, so we got noneof the benefits.
And I agree the death rate is artificially low due to people dying ""with"" covid not counting, plus all those who died at home."
"594","legacy_lore","@mhdksafa We've had mandated mask wearing since the lockdown got serious.

I'm just ashamed to say that (some of) America's insistence that it's ""against freedom"" is rubbing off <U+0001F643>

Really wish the US would just do the right thing","@mhdksafa We've had mandated mask wearing since the lockdown got serious.

I'm just ashamed to say that (some of) America's insistence that it's ""against freedom"" is rubbing off <U+0001F643>

Really wish the US would just do the right thing"
"595","LegendaryEnergy","If Trump really wanted to free America after he helped shut it down — he would become the leader of the anti-lockdown movement in America &amp; call for the 100% opening of businesses.

His voice alone could organize a full open among his base.

But he won’t.","If Trump really wanted to free America after he helped shut it down — he would become the leader of the anti-lockdown movement in America &amp; call for the 100% opening of businesses.

His voice alone could organize a full open among his base.

But he won’t."
"596","srlzpny","@jennico1e if the PEOPLE of america followed the regulations of the lockdown regardless of who was in charge we could have reopened and lowered the unemployment rate. that’s on the folks who refuse to wear masks not the former administration","@jennico1e if the PEOPLE of america followed the regulations of the lockdown regardless of who was in charge we could have reopened and lowered the unemployment rate. that’s on the folks who refuse to wear masks not the former administration"
"597","author_aschuh","@BookishHedgeMom Yup! Obviously we're not in any lockdown, cause you know.... America <U+0001F602> But I don't feel safe being around anyone so ugh. I'll be staying home with him for another year. I just wish he could go to the park, a museum, something!","@BookishHedgeMom Yup! Obviously we're not in any lockdown, cause you know.... America <U+0001F602> But I don't feel safe being around anyone so ugh. I'll be staying home with him for another year. I just wish he could go to the park, a museum, something!"
"598","srinitesh","#lockdown #mycountry US President Joe Biden has nominated at least 20 Indian-Americans, including 13 women, to key positions in his administration, a record for the small ethnic community that constitutes one percent of America's population. 
https://t.co/tmVtdZDjms","#lockdown #mycountry US President Joe Biden has nominated at least 20 Indian-Americans, including 13 women, to key positions in his administration, a record for the small ethnic community that constitutes one percent of America's population. 
"
"599","matthewrobbo6","@black_amnesia @WWENetwork @Kay_Lee_Ray @NikkiCrossWWE @NXTUK @WWE Yeah I know she's in America but maybe when the lockdown is over and she could travel it would be a good fit for #NXTUK  And it would be something fresh for her to do also","@black_amnesia @WWENetwork @Kay_Lee_Ray @NikkiCrossWWE @NXTUK @WWE Yeah I know she's in America but maybe when the lockdown is over and she could travel it would be a good fit for #NXTUK  And it would be something fresh for her to do also"
"600","katieWntr","@charleyboorman My kids have absolutely loved Long Way Up. They loved the music &amp; all the amazing adventures you guys had. Now they want a Rivian <U+0001F602> &amp; to visit South America. Tonight we start By Any Means. Thanks for helping us through lockdown and inspiring little adventures <U+263A><U+FE0F>x","@charleyboorman My kids have absolutely loved Long Way Up. They loved the music &amp; all the amazing adventures you guys had. Now they want a Rivian <U+0001F602> &amp; to visit South America. Tonight we start By Any Means. Thanks for helping us through lockdown and inspiring little adventures <U+263A><U+FE0F>x"
"601","scoobyjam00","@nipsbygucci What is lockdown? I only know America being very open while having the largest covid numbers in the world","@nipsbygucci What is lockdown? I only know America being very open while having the largest covid numbers in the world"
"602","KIN_Trenton","Great piece on how Video Games (particularly ones with social elements) experienced major growth through the pandemic. $LEAF.V

 https://t.co/GEbkS7lGkm by @saraheneedleman","Great piece on how Video Games (particularly ones with social elements) experienced major growth through the pandemic. $LEAF.V

  by @saraheneedleman"
